year,month,location,tavg,tmin,tmax,tavg_month,tmin_month,tmax_month
2001,1,"Alsace, France",3.396774193548387,0.17096774193548384,6.409677419354838,2.5071157495256164,-0.8347485768500948,5.659772296015181
2001,2,"Alsace, France",4.685714285714285,1.1928571428571428,8.77142857142857,4.389793719211823,0.40404864532019713,8.670427955665025
2001,3,"Alsace, France",8.14516129032258,4.82258064516129,11.87741935483871,8.08892961876833,2.123607038123167,14.267521994134897
2001,4,"Alsace, France",8.76,4.713333333333334,13.263333333333332,10.726066252587993,4.672443064182195,16.500662525879918
2001,5,"Alsace, France",16.85483870967742,11.01290322580645,22.38064516129032,15.285670397191135,9.619376782971253,20.712069343866577
2001,6,"Alsace, France",16.603333333333335,11.483333333333333,21.946666666666665,19.665238095238095,13.875238095238094,25.516190476190477
2001,7,"Alsace, France",19.996774193548386,14.461290322580645,25.77741935483871,20.407244239631336,14.59299539170507,26.14073732718894
2001,8,"Alsace, France",20.051612903225806,14.716129032258063,26.919354838709676,20.487288786482335,15.056048387096773,26.495833333333334
2001,9,"Alsace, France",12.823333333333332,9.193333333333333,17.71333333333333,15.47042328042328,10.185925925925927,21.333015873015874
2001,10,"Alsace, France",13.735483870967743,9.561290322580644,19.36774193548387,11.641334401923462,7.229713484271689,16.81374474053296
2001,11,"Alsace, France",3.9466666666666668,0.6466666666666666,7.25,6.271523809523809,2.9147619047619044,9.707619047619048
2001,12,"Alsace, France",1.4387096774193548,-1.5516129032258066,4.193548387096774,3.8080645161290323,0.959274193548387,6.450403225806451
2002,1,"Alsace, France",1.564516129032258,-1.6129032258064515,4.525806451612904,2.5071157495256164,-0.8347485768500948,5.659772296015181
2002,2,"Alsace, France",6.757142857142857,3.375,10.375,4.389793719211823,0.40404864532019713,8.670427955665025
2002,3,"Alsace, France",7.432258064516129,2.1967741935483875,13.251612903225807,8.08892961876833,2.123607038123167,14.267521994134897
2002,4,"Alsace, France",10.496666666666666,4.13,16.353333333333335,10.726066252587993,4.672443064182195,16.500662525879918
2002,5,"Alsace, France",14.53225806451613,9.535483870967743,19.73225806451613,15.285670397191135,9.619376782971253,20.712069343866577
2002,6,"Alsace, France",20.136666666666667,14.223333333333333,26.023333333333333,19.665238095238095,13.875238095238094,25.516190476190477
2002,7,"Alsace, France",18.9741935483871,13.787096774193548,24.23548387096774,20.407244239631336,14.59299539170507,26.14073732718894
2002,8,"Alsace, France",18.612903225806452,14.077419354838709,24.44193548387097,20.487288786482335,15.056048387096773,26.495833333333334
2002,9,"Alsace, France",13.473333333333333,8.963333333333333,19.55,15.47042328042328,10.185925925925927,21.333015873015874
2002,10,"Alsace, France",10.551612903225807,6.254838709677419,15.738709677419354,11.641334401923462,7.229713484271689,16.81374474053296
2002,11,"Alsace, France",7.819999999999999,4.8566666666666665,10.746666666666666,6.271523809523809,2.9147619047619044,9.707619047619048
2002,12,"Alsace, France",4.596774193548387,2.0999999999999996,7.012903225806451,3.8080645161290323,0.959274193548387,6.450403225806451
2003,1,"Alsace, France",1.0193548387096774,-1.5516129032258066,3.864516129032258,2.5071157495256164,-0.8347485768500948,5.659772296015181
2003,2,"Alsace, France",0.017857142857142887,-3.9214285714285713,4.8428571428571425,4.389793719211823,0.40404864532019713,8.670427955665025
2003,3,"Alsace, France",7.967741935483871,1.6516129032258065,15.13225806451613,8.08892961876833,2.123607038123167,14.267521994134897
2003,4,"Alsace, France",10.83,3.94,17.473333333333336,10.726066252587993,4.672443064182195,16.500662525879918
2003,5,"Alsace, France",15.748387096774193,10.738709677419354,21.067741935483873,15.285670397191135,9.619376782971253,20.712069343866577
2003,6,"Alsace, France",22.543333333333333,15.95,29.9,19.665238095238095,13.875238095238094,25.516190476190477
2003,7,"Alsace, France",20.951612903225808,14.338709677419354,27.467741935483872,20.407244239631336,14.59299539170507,26.14073732718894
2003,8,"Alsace, France",23.26774193548387,15.596774193548388,31.693548387096776,20.487288786482335,15.056048387096773,26.495833333333334
2003,9,"Alsace, France",15.183333333333334,8.353333333333333,22.709999999999997,15.47042328042328,10.185925925925927,21.333015873015874
2003,10,"Alsace, France",7.65483870967742,3.4193548387096775,12.683870967741935,11.641334401923462,7.229713484271689,16.81374474053296
2003,11,"Alsace, France",6.48,2.8400000000000003,10.54,6.271523809523809,2.9147619047619044,9.707619047619048
2003,12,"Alsace, France",2.767741935483871,-0.18064516129032257,5.864516129032259,3.8080645161290323,0.959274193548387,6.450403225806451
2004,1,"Alsace, France",2.435483870967742,-0.8967741935483872,5.316129032258065,2.5071157495256164,-0.8347485768500948,5.659772296015181
2004,2,"Alsace, France",3.4827586206896552,-1.2689655172413792,8.410344827586208,4.389793719211823,0.40404864532019713,8.670427955665025
2004,3,"Alsace, France",5.103225806451612,-0.5903225806451613,11.196774193548388,8.08892961876833,2.123607038123167,14.267521994134897
2004,4,"Alsace, France",10.666666666666666,3.4133333333333336,17.0,10.726066252587993,4.672443064182195,16.500662525879918
2004,5,"Alsace, France",13.161290322580646,6.193548387096774,19.138709677419353,15.285670397191135,9.619376782971253,20.712069343866577
2004,6,"Alsace, France",17.276666666666664,10.28,23.61,19.665238095238095,13.875238095238094,25.516190476190477
2004,7,"Alsace, France",18.738709677419354,12.706451612903225,25.129032258064516,20.407244239631336,14.59299539170507,26.14073732718894
